account_length,international_plan,voice_mail_plan,number_vmail_messages,total_charge,total_calls_cnt,total_minutes,total_intl_charge,number_customer_service_calls,churn
106,no,no,0,69.36,299,692.0999999999999,3.19,1,no
95,no,no,0,62.339999999999996,269,652.3,2.62,0,no
57,yes,no,0,40.980000000000004,236,482.3,1.73,0,yes
184,no,no,0,51.27,281,559.3,3.54,2,no
127,no,no,0,59.11,354,573.1,2.48,2,no
174,no,no,0,63.76,265,663.6,1.94,2,no
92,no,no,0,64.45,253,686.2,3.32,2,yes
81,no,no,0,45.56,314,492.5,4.86,1,no
125,no,no,0,40.64,276,438.79999999999995,2.48,2,yes
119,no,no,0,78.55,217,721.7,2.43,0,yes
122,no,no,0,60.23,212,590.4,1.73,3,no
34,no,no,0,48.730000000000004,276,539.6,3.78,1,no
138,yes,yes,28,70.47,333,701.7,2.89,3,yes
90,no,yes,24,35.95,296,439.70000000000005,3.48,1,no
73,no,no,0,45.53,290,523.2,3.83,2,no
19,no,no,0,74.91000000000001,355,704.3999999999999,2.57,1,yes
120,no,yes,28,69.57,277,693.1,1.86,1,no
160,no,no,0,50.86,244,620.9000000000001,3.56,3,no
141,no,no,0,50.1,358,555.2,2.21,0,no
90,no,no,0,56.18000000000001,251,601.9,3.29,2,no
72,no,no,0,53.63000000000001,306,604.3,3.43,2,no
117,no,yes,21,54.5,307,551.5,3.21,1,no
87,no,no,0,56.94,298,578.1,1.78,1,no
190,no,no,0,59.51,319,627.5,2.51,2,no
120,no,no,0,63.089999999999996,360,677.1999999999999,4.56,0,no
115,no,yes,29,63.07000000000001,277,614.0999999999999,3.11,1,no
61,no,no,0,65.49,289,672.3,2.43,1,no
143,no,yes,33,49.33,355,537.8,2.08,1,no
110,no,no,0,51.47,292,481.6,2.16,1,no
104,no,no,0,46.769999999999996,299,552.0,3.27,1,no
16,no,no,0,52.230000000000004,249,531.0999999999999,2.89,1,no
183,no,no,0,41.97,312,468.5,3.65,0,no
58,no,no,0,72.57,313,656.3,2.51,2,yes
102,yes,no,0,65.44,237,615.3,3.24,3,no
64,no,yes,43,39.489999999999995,299,420.6,2.3,1,no
103,no,no,0,62.06000000000001,211,647.6,2.11,2,no
152,no,no,0,72.58,223,594.1,2.81,1,yes
124,no,no,0,75.93,315,660.6,3.46,1,yes
131,no,no,0,48.91,333,562.0999999999999,4.19,1,yes
57,no,yes,33,62.75000000000001,274,651.2,3.0,2,no
157,no,no,0,58.4,262,594.2,2.3,2,no
194,no,no,0,57.36,378,587.5,3.19,0,no
66,no,no,0,51.940000000000005,312,573.0,2.11,1,no
155,no,no,0,46.22,312,558.9,2.32,0,no
116,no,no,0,59.099999999999994,300,618.5,2.03,2,no
64,no,no,0,62.900000000000006,309,607.7,3.08,3,no
96,no,no,0,53.63,327,580.9,2.65,3,no
53,no,no,0,54.169999999999995,286,564.8,3.08,1,no
105,no,no,0,64.00999999999999,355,632.2,2.4,3,no
53,no,yes,37,55.64,310,598.7,3.24,2,no
101,no,no,0,53.05,283,557.0,3.75,1,no
129,no,yes,30,58.95,305,629.3,2.51,3,no
122,no,no,0,72.87,377,739.3,2.38,1,yes
163,no,no,0,58.84,262,585.3,3.46,5,no
93,no,no,0,50.63999999999999,312,531.5,3.86,0,no
115,yes,no,0,85.78,294,766.2,3.19,1,yes
25,no,no,0,76.4,226,712.1999999999999,2.27,1,yes
73,no,no,0,42.59,334,484.5,1.57,1,no
120,no,no,0,63.52,277,679.0999999999999,3.78,2,no
196,no,no,0,50.15,296,561.2,2.78,1,no
97,no,no,0,72.55,320,738.4000000000001,2.38,0,yes
148,no,no,0,64.23,324,693.5,3.02,1,no
85,no,yes,30,57.58,312,579.0,3.11,1,no
86,yes,no,0,47.61,351,458.29999999999995,3.08,2,yes
147,no,yes,38,77.38000000000001,326,800.1,3.81,2,no
91,no,no,0,56.559999999999995,296,518.3000000000001,2.67,3,no
81,no,yes,46,61.65,325,661.7,1.81,4,no
116,no,yes,24,68.01,266,729.3,2.89,1,no
69,no,yes,37,44.92,320,441.09999999999997,1.59,1,no
135,no,no,0,50.71,279,516.9000000000001,3.19,0,no
73,no,no,0,67.93,283,683.8,2.27,2,no
125,yes,no,0,78.55,304,676.1999999999999,3.29,0,yes
165,no,yes,33,49.13999999999999,366,592.5,4.32,0,no
64,no,no,0,53.050000000000004,290,533.7,2.89,2,no
116,yes,yes,27,61.00999999999999,318,680.9000000000001,1.86,1,no
84,no,yes,35,59.77,361,573.0,2.03,4,no
134,no,no,0,63.72,305,581.9,2.94,2,no
105,no,no,0,63.24,290,613.0,3.13,0,yes
88,no,no,0,52.11,332,581.1,3.24,2,no
90,no,yes,27,52.28,280,516.4,3.4,2,no
86,no,no,0,61.91,277,693.9,3.38,1,no
37,no,no,0,60.260000000000005,334,543.5,1.84,4,no
148,no,no,0,58.54,334,641.2,2.65,2,no
63,no,no,0,60.7,297,643.0,2.86,0,no
102,no,no,0,47.41,283,549.7,3.4,2,no
76,no,no,0,57.739999999999995,288,593.9,2.7,1,no
104,no,no,0,54.77,244,555.5,1.62,2,no
109,no,no,0,60.15,271,650.9,1.59,3,no
105,no,no,0,54.419999999999995,315,628.5,3.08,2,no
63,no,yes,33,69.75999999999999,255,760.8,3.29,1,no
105,no,yes,24,76.63000000000001,326,767.8,2.92,3,no
68,yes,yes,39,58.269999999999996,301,685.6,3.05,1,no
63,yes,yes,21,47.79,302,509.70000000000005,2.7,1,no
74,no,no,0,39.74,320,418.1,2.86,3,no
101,no,no,0,62.300000000000004,359,572.4000000000001,3.11,5,no
116,no,no,0,81.2,309,777.1999999999999,3.62,0,yes
131,no,yes,23,62.41,338,702.0,3.43,1,no
84,no,no,0,63.33,325,631.4000000000001,2.65,1,no
104,no,no,0,49.28,256,518.4000000000001,1.32,2,no
108,no,no,0,67.52,275,703.0,2.48,3,no
111,no,no,0,56.33,331,606.0999999999999,2.62,0,no
155,no,yes,30,42.32,309,542.6,3.35,1,no
66,no,no,0,63.81,280,666.0999999999999,1.84,1,no
64,no,no,0,58.71999999999999,257,547.6,2.7,1,no
116,no,no,0,69.35,249,644.7,2.4,3,no
101,no,no,0,64.35000000000001,308,551.0,3.65,0,no
15,no,no,0,49.53,249,572.2,4.35,2,no
88,no,no,0,79.14,326,692.1,3.62,4,yes
197,no,no,0,66.6,316,635.7,2.57,0,no
50,yes,no,0,50.42,272,569.5,3.7,2,yes
172,no,no,0,62.2,289,747.9,3.43,2,no
188,yes,yes,26,56.88999999999999,300,563.9,3.89,1,yes
85,yes,no,0,48.459999999999994,322,550.0999999999999,2.73,3,no
103,yes,no,0,69.38000000000001,350,705.7,3.27,1,yes
136,no,yes,27,57.260000000000005,341,554.4,2.7,3,no
155,no,yes,21,55.449999999999996,286,498.0,2.32,0,no
145,no,no,0,46.97,304,519.5,0.3,2,no
116,no,yes,12,58.47,306,551.0,2.43,2,no
152,no,no,0,49.99,277,554.3,2.57,2,no
65,yes,no,0,72.04,306,690.5999999999999,2.48,0,yes
67,no,no,0,45.510000000000005,382,514.9,3.46,0,no
60,no,no,0,58.949999999999996,336,622.9000000000001,1.54,0,no
138,no,no,0,66.25,253,672.0,3.27,0,no
44,no,no,0,74.22,299,658.1,1.97,4,yes
25,no,no,0,68.9,268,671.3,3.89,2,no
145,no,no,0,62.06,294,618.5,0.89,1,no
122,no,yes,28,55.74999999999999,234,570.0,2.08,2,no
121,no,no,0,51.07,289,554.2,3.59,0,yes
55,yes,no,0,32.879999999999995,269,326.0,3.48,0,no
77,no,no,0,61.28,281,598.0,3.56,1,no
12,no,no,0,61.03,283,599.2,2.65,2,no
92,no,yes,44,56.52,289,589.3,2.7,2,no
125,yes,yes,29,70.48,310,696.2,4.59,1,yes
79,no,no,0,54.53,309,568.9000000000001,4.1,0,no
36,no,no,0,68.39,311,691.5999999999999,1.89,3,no
102,no,no,0,57.81,346,611.4,2.62,2,no
138,yes,no,0,69.16,292,636.3,3.13,1,no
164,no,no,0,59.86,289,574.5,1.97,3,no
125,no,no,0,72.24,241,697.1999999999999,2.73,0,yes
72,no,no,0,50.88,304,497.90000000000003,2.65,2,no
145,no,no,0,63.41,277,676.7,3.35,1,no
136,no,no,0,42.32,309,451.9,3.13,0,no
209,no,no,0,72.78,303,703.7,2.3,3,yes
66,yes,no,0,62.11999999999999,279,646.7,2.24,3,no
152,no,yes,20,52.37,335,481.9,2.13,1,no
162,no,no,0,29.73,354,396.1,3.27,1,no
72,no,no,0,45.730000000000004,326,503.70000000000005,3.02,2,no
101,no,no,0,70.2,288,645.4000000000001,2.62,4,no
125,no,no,0,57.98,315,540.0,3.56,0,no
193,no,yes,31,29.7,271,351.4,3.16,0,no
63,no,no,0,74.43,298,708.9,3.97,0,yes
124,no,no,0,62.95,358,635.1,2.7,1,no
144,no,no,0,54.669999999999995,296,617.4,3.13,0,no
116,no,yes,24,56.04,317,554.3,1.62,2,no
189,no,yes,30,50.65,274,520.8,4.16,1,no
97,no,yes,28,77.97,269,781.3,1.65,1,no
137,no,yes,50,56.540000000000006,300,580.1,3.27,2,no
142,no,yes,38,50.53,345,548.4,1.16,0,no
84,no,no,0,59.74999999999999,334,600.0,3.73,1,no
119,no,yes,19,58.550000000000004,333,617.2,2.7,1,no
158,no,no,0,54.47,280,587.2,2.78,1,no
101,no,yes,24,41.059999999999995,271,451.90000000000003,3.51,2,no
182,no,no,0,72.58000000000001,336,677.1,2.57,2,yes
51,no,no,0,49.51,267,505.8,3.24,0,no
117,no,no,0,54.870000000000005,345,501.09999999999997,2.67,2,no
92,yes,no,0,63.77,337,579.7,3.16,0,no
86,no,no,0,56.910000000000004,317,599.7,1.67,2,no
122,no,no,0,48.85,318,555.1,2.35,2,no
127,no,no,0,71.08,311,705.5,3.75,0,yes
158,no,no,0,61.709999999999994,287,664.3,0.0,2,no
145,yes,yes,30,53.339999999999996,308,562.2,3.0,1,no
127,no,yes,27,32.95,371,499.3,2.48,3,no
109,no,no,0,60.22,364,638.8,2.67,1,no
88,no,no,0,50.24,277,476.4,2.03,1,no
171,no,no,0,58.6,291,620.6,2.78,0,no
21,no,no,0,66.0,367,654.4,3.35,1,no
145,no,yes,31,66.41,326,675.8,2.89,2,no
90,no,no,0,67.36,304,708.4000000000001,2.16,2,no
33,no,no,0,48.34,319,457.29999999999995,1.92,1,no
61,no,yes,40,41.03,293,459.70000000000005,2.75,2,yes
107,no,no,0,55.55000000000001,320,521.9,3.62,3,no
147,no,no,0,79.04,257,789.4000000000001,1.67,0,yes
186,no,no,0,45.97,300,471.9,2.35,1,no
128,no,no,0,62.07000000000001,274,640.8,2.13,0,no
55,no,yes,39,49.93000000000001,322,564.1,2.19,3,no
134,no,no,0,24.29,266,365.70000000000005,3.48,2,no
96,no,yes,23,59.419999999999995,285,680.7,3.05,1,no
123,no,no,0,39.11,294,343.8,3.38,2,no
35,no,no,0,67.38,243,747.9,1.57,2,no
74,no,no,0,61.27,373,655.0,3.24,0,no
130,no,no,0,40.29,357,425.2,3.4,1,no
137,yes,no,0,67.21,268,677.4,3.83,0,yes
80,no,no,0,30.32,268,384.9,2.57,3,no
116,no,yes,19,50.9,338,533.8,2.21,3,no
123,no,yes,23,74.97,301,749.7,4.02,2,no
146,yes,no,0,55.24,303,640.2,2.84,1,no
121,no,yes,44,43.589999999999996,303,512.9000000000001,3.24,1,no
137,no,no,0,49.14,252,541.7,2.46,1,no
67,no,yes,31,56.6,240,594.2,3.56,1,no
161,no,no,0,49.19,299,505.4,1.59,4,yes
134,no,yes,34,69.57000000000001,314,659.0,1.65,2,yes
120,no,yes,24,66.14,280,628.8,2.43,1,no
130,no,yes,30,59.76,361,592.3,2.0,0,no
68,no,no,0,53.91,325,568.7,2.78,1,no
77,no,no,0,62.32000000000001,274,680.2,3.05,3,no
109,no,no,0,64.14,243,656.5,2.43,2,no
108,no,no,0,59.379999999999995,300,609.1999999999999,3.13,3,no
79,no,yes,17,58.79,321,623.5,2.46,1,no
119,no,no,0,71.74,259,713.5,2.94,3,yes
38,no,no,0,54.080000000000005,315,525.4,2.48,5,yes
109,no,yes,29,51.41,316,599.4,2.43,6,yes
78,no,no,0,42.230000000000004,279,503.8,2.92,1,no
134,no,no,0,71.49,343,691.0,1.94,0,no
47,no,yes,27,51.67,302,576.7,2.08,2,no
59,no,yes,27,37.83,282,394.9,2.46,0,no
151,no,no,0,68.11,291,712.1,1.49,0,no
129,no,no,0,39.02,371,487.4,3.0,1,no
76,no,no,0,42.14999999999999,293,497.1,2.51,1,no
24,no,no,0,58.239999999999995,397,536.9,4.37,0,no
169,no,no,0,49.800000000000004,259,505.09999999999997,2.7,2,no
30,no,no,0,35.54,265,480.5,2.75,1,no
70,no,no,0,57.42,305,562.7,2.54,3,no
52,yes,no,0,68.09,251,640.0,2.97,0,yes
3,no,no,0,57.82,294,675.9,1.65,4,no
38,no,no,0,46.83,317,529.4,3.89,2,no
104,no,no,0,64.12,274,573.9,2.86,3,no
27,no,no,0,41.47,326,510.8,2.46,1,no
166,yes,yes,28,57.230000000000004,274,557.9,3.08,1,no
13,no,no,0,67.09,291,690.9000000000001,3.67,2,no
52,no,no,0,55.88,296,503.6,3.19,2,no
114,no,yes,25,54.55,297,596.1,3.13,1,no
156,no,no,0,48.31,304,519.3,0.95,1,no
62,no,no,0,49.17,323,473.9,2.92,2,no
82,no,yes,33,55.510000000000005,293,641.4000000000001,2.97,2,no
52,no,no,0,45.73,270,530.3,3.32,3,no
146,no,no,0,47.64,249,547.6,2.89,1,no
120,no,yes,23,70.64,315,727.1,1.94,2,no
130,no,no,0,69.47,315,645.5,4.94,1,yes
90,no,no,0,33.379999999999995,265,398.79999999999995,3.08,1,no
147,yes,no,0,50.25,310,459.5,2.73,1,no
159,no,no,0,46.98,253,451.30000000000007,2.78,0,yes
74,no,yes,27,55.25,358,626.0999999999999,3.56,4,no
130,no,no,0,66.72,270,631.4,1.54,0,no
155,yes,no,0,56.86,313,551.1999999999999,3.02,0,no
87,no,no,0,55.62,265,518.8,4.48,2,no
81,no,no,0,83.73,208,748.7,3.54,0,yes
99,no,no,0,46.58,338,487.3,3.86,2,no
131,no,no,0,58.1,336,591.0,2.75,2,no
89,no,no,0,49.83,239,558.1999999999999,2.78,5,yes
123,yes,no,0,43.64,331,506.3,1.7,4,yes
130,no,yes,26,71.97,348,685.5,3.4,1,no
99,no,no,0,41.239999999999995,255,440.4,2.84,1,no
36,no,no,0,59.18,359,635.7,2.67,1,no
87,no,no,0,47.4,305,554.0,2.03,3,no
139,no,no,0,65.56,369,563.9000000000001,3.13,2,no
96,no,yes,33,56.260000000000005,286,562.1,2.81,3,no
112,no,no,0,43.489999999999995,298,495.0,2.78,2,no
75,no,no,0,64.02000000000001,285,654.4000000000001,3.86,1,no
178,no,yes,35,52.21,247,504.09999999999997,2.84,2,no
112,no,no,0,77.24,291,786.8,3.83,2,yes
108,no,yes,41,48.99,291,491.1,2.92,0,no
100,no,no,0,39.33,306,454.70000000000005,3.78,0,no
121,no,yes,20,65.03,337,665.5,2.54,0,no
116,no,no,0,36.92,283,469.6,2.7,1,no
161,no,no,0,54.01,243,528.6,3.11,1,no
104,no,no,0,64.47999999999999,314,660.8000000000001,2.73,1,no
119,yes,yes,32,57.61,285,613.5,3.29,0,no
125,no,no,0,59.39999999999999,294,567.6,2.16,0,no
109,no,no,0,49.92999999999999,330,536.1,2.7,2,no
95,no,no,0,47.730000000000004,304,508.20000000000005,2.21,2,no
90,no,no,0,47.28,315,542.8,1.24,1,no
105,no,yes,21,53.79,248,611.7,2.35,2,no
95,no,no,0,56.56999999999999,332,610.9,2.19,1,no
160,no,no,0,64.77000000000001,311,652.7,1.51,1,no
141,no,yes,28,80.3,354,708.6999999999999,2.0,1,no
87,no,no,0,23.97,377,311.4,3.11,0,no
81,no,no,0,60.33,258,649.5999999999999,3.19,2,no
75,no,yes,19,66.00999999999999,279,667.8,3.54,4,no
126,no,yes,24,43.129999999999995,288,523.3,3.27,0,no
28,no,no,0,67.07,304,684.0999999999999,2.62,3,no
153,no,no,0,61.709999999999994,347,592.7,3.38,0,no
17,yes,no,0,62.17,303,725.0999999999999,3.67,0,yes
121,no,no,0,43.379999999999995,292,493.9,2.46,2,no
125,no,no,0,62.81,289,614.5,3.05,2,no
124,no,no,0,42.800000000000004,298,424.40000000000003,2.48,2,no
35,no,no,0,48.379999999999995,243,518.8,1.86,2,no
134,no,no,0,80.67,308,769.2,3.32,0,yes
123,no,yes,32,66.86,240,672.5,1.78,3,no
124,no,no,0,67.94,289,699.2,2.81,3,no
133,no,no,0,54.86,277,561.1,1.76,2,no
185,no,yes,19,57.21,324,605.4,2.59,0,no
107,no,no,0,58.83,366,492.59999999999997,2.65,1,no
178,yes,no,0,45.24,325,533.9,3.08,2,yes
123,no,no,0,66.54,264,686.0,2.65,1,no
170,no,no,0,74.51,285,713.2,2.35,1,yes
135,no,no,0,56.61,253,584.2,2.27,1,no
134,no,yes,50,52.949999999999996,341,478.40000000000003,3.0,2,no
148,no,yes,36,42.3,316,540.3,2.94,1,no
93,no,no,0,72.81000000000002,337,653.9,2.27,1,yes
138,no,no,0,58.879999999999995,294,511.0,3.13,0,no
159,no,no,0,47.55,307,566.4,3.29,0,no
103,no,yes,34,43.94,265,464.6,3.19,1,no
150,no,yes,27,60.17,303,616.3,1.94,0,no
37,no,no,0,54.67,341,619.5,3.97,3,no
33,yes,no,0,46.46,305,440.90000000000003,1.73,0,no
55,no,no,0,64.5,267,579.9,2.46,1,no
134,no,yes,32,38.33,335,451.0,4.48,0,no
107,no,no,0,40.68,295,467.6,1.51,2,no
80,no,yes,36,63.83,338,661.8000000000001,1.03,1,no
78,no,no,0,46.31999999999999,351,541.1,2.13,1,yes
61,no,yes,15,70.55,312,699.8000000000001,2.7,2,no
97,no,yes,32,63.209999999999994,252,656.0,1.81,5,no
136,yes,no,0,52.260000000000005,338,525.7,2.81,2,no
135,no,no,0,46.24,266,475.70000000000005,1.03,3,no
87,no,yes,19,55.32,289,602.4000000000001,0.0,1,no
165,no,no,0,65.63000000000001,244,633.4000000000001,3.46,0,no
148,no,no,0,77.26,290,761.7,2.13,2,yes
127,yes,no,0,69.53999999999999,310,635.3,3.51,1,no
151,no,no,0,50.25,272,477.2,1.16,0,no
185,no,no,0,52.11,286,547.9,2.92,1,no
65,no,yes,34,57.239999999999995,312,565.5,3.38,4,no
58,no,no,0,64.02,322,617.6,3.89,4,no
44,no,no,0,60.36,336,633.7,2.24,0,no
58,no,no,0,60.449999999999996,321,622.6,0.0,4,no
108,no,no,0,58.82,288,576.1999999999999,2.54,0,no
132,no,no,0,50.980000000000004,332,570.2,2.89,1,no
80,no,no,0,46.050000000000004,242,506.7,4.29,2,no
162,no,no,0,54.66,301,624.1,2.75,2,no
110,no,no,0,49.82,242,586.5,4.51,2,no
96,no,no,0,79.51,306,778.1999999999999,2.78,1,yes
72,no,no,0,82.0,356,814.8000000000001,1.35,4,yes
125,no,yes,23,46.98,319,506.8,2.75,1,no
170,no,no,0,58.81,309,613.3,2.65,2,no
71,no,no,0,59.81,295,608.6,4.02,3,no
124,no,no,0,45.03,358,425.5,3.48,1,no
97,no,no,0,43.45,228,384.6,3.19,1,no
98,yes,no,0,59.48,230,609.2,0.57,1,no
24,no,no,0,47.21,223,518.6,2.32,2,yes
136,no,no,0,62.6,277,637.3,2.65,0,no
44,no,no,0,73.74,279,680.1,2.57,0,yes
96,no,yes,40,41.68,362,441.3,3.62,0,no
31,no,no,0,42.699999999999996,307,446.59999999999997,1.89,1,no
72,no,no,0,62.32,290,690.2,3.59,0,no
24,no,no,0,43.43000000000001,321,451.29999999999995,1.97,1,no
117,yes,no,0,77.82000000000001,288,700.2,2.7,1,yes
137,no,yes,19,59.82,351,628.0,2.11,0,no
136,no,no,0,39.339999999999996,264,395.3,2.65,0,no
95,no,no,0,59.26,310,647.5,3.78,0,no
82,no,yes,19,54.81,252,591.9,1.11,1,no
145,no,no,0,76.99,322,773.2,2.43,1,yes
155,yes,no,0,62.260000000000005,355,551.4,2.7,2,no
53,no,no,0,48.0,305,565.5999999999999,3.48,2,no
123,no,no,0,72.48,309,736.9,2.21,5,yes
136,no,no,0,60.21,292,662.4000000000001,2.65,7,no
57,no,no,0,54.41,328,577.1,2.27,3,no
62,no,no,0,45.0,312,491.79999999999995,2.78,1,no
112,no,no,0,43.0,281,490.50000000000006,2.32,1,no
55,no,yes,20,62.02,314,623.9,1.97,1,no
125,no,no,0,66.97,267,653.7,2.46,1,no
98,no,yes,36,50.2,326,503.9,2.16,6,yes
105,no,no,0,65.95,303,611.1,1.46,1,no
113,no,yes,30,57.42,277,602.2,3.13,0,no
99,no,no,0,72.34,224,704.5999999999999,2.13,3,yes
103,no,no,0,47.11,353,459.59999999999997,2.27,1,no
177,no,no,0,62.239999999999995,284,606.6,2.16,1,no
149,no,yes,20,55.41,336,574.5,2.75,0,no
160,no,no,0,72.82000000000001,371,725.0,3.75,1,yes
116,no,no,0,45.370000000000005,252,510.5,2.13,2,no
148,yes,no,0,61.150000000000006,249,543.5,2.59,0,yes
147,no,yes,35,55.07,323,550.5,2.73,2,yes
95,no,no,0,36.54,319,470.8,2.81,0,no
201,no,no,0,64.08,261,633.0,1.89,1,no
80,no,no,0,47.540000000000006,298,518.5,3.19,0,no
122,yes,no,0,54.08,307,601.0,3.11,1,no
132,no,no,0,55.92,312,568.4,1.81,0,no
83,no,no,0,64.92999999999999,271,671.6,3.51,1,no
99,no,no,0,50.18,305,553.1,2.38,7,yes
84,no,no,0,70.89,299,702.9,3.86,3,yes
87,no,no,0,57.44,375,651.2,2.4,2,no
7,no,no,0,66.16,247,646.3,2.97,3,no
89,no,yes,12,53.91,344,541.2,2.84,2,no
131,yes,no,0,37.55,272,389.0,3.7,3,yes
105,no,no,0,68.98,229,656.9,3.24,3,no
108,yes,no,0,43.65,269,462.5,3.73,2,yes
47,no,yes,28,50.260000000000005,312,514.3,2.24,1,no
101,yes,no,0,47.0,339,494.1,1.97,1,no
182,no,yes,24,42.56,329,462.5,3.13,1,no
128,no,no,0,73.08000000000001,283,722.0,1.49,1,yes
69,no,yes,31,56.31,282,539.5,3.56,2,no
113,no,yes,34,26.619999999999997,263,347.5,3.59,1,no
87,no,yes,30,69.99,332,633.4000000000001,2.11,0,no
71,no,no,0,67.53999999999999,296,689.7,3.32,0,no
87,no,no,0,61.8,278,640.0,3.92,3,no
117,no,no,0,44.69,287,495.8,3.11,1,no
177,no,no,0,74.49,228,716.0,2.4,3,yes
66,no,no,0,59.49,318,622.1,2.84,2,no
110,no,no,0,52.61,367,542.5,2.67,1,no
204,no,no,0,56.650000000000006,317,551.4,3.81,3,no
32,no,yes,31,64.49,319,623.1,3.51,0,no
133,no,yes,39,68.14,269,622.4000000000001,1.81,5,no
185,no,no,0,38.989999999999995,290,455.5,3.27,2,no
91,no,no,0,44.09,289,506.09999999999997,3.0,1,no
131,no,no,0,60.36,308,631.6,1.4,2,no
153,no,no,0,50.040000000000006,378,521.0,3.19,0,no
141,no,no,0,70.7,274,688.4,1.62,5,no
169,no,no,0,71.74000000000001,304,712.5999999999999,3.73,3,yes
127,no,yes,23,56.370000000000005,247,555.0,2.65,1,no
57,no,no,0,41.5,312,511.3,2.73,0,no
123,no,yes,33,44.6,245,481.79999999999995,0.78,0,no
103,no,yes,35,40.43,259,406.20000000000005,3.75,4,yes
101,no,no,0,39.529999999999994,247,371.5,3.11,1,no
123,no,yes,22,45.83,273,398.40000000000003,4.21,2,no
78,no,yes,32,63.160000000000004,291,648.6,2.92,6,no
101,no,yes,28,70.88,279,709.1,2.54,4,no
67,no,yes,34,54.4,343,575.0,2.48,0,no
64,yes,no,0,48.29,243,533.6,3.38,3,no
173,no,no,0,34.74,320,378.0,2.11,1,no
135,no,no,0,55.24,265,605.3,3.67,1,no
75,no,yes,42,61.53,292,524.2,3.02,1,no
88,no,no,0,41.989999999999995,257,497.9,3.13,4,yes
112,no,no,0,61.74,313,588.9,2.54,3,no
113,no,no,0,58.800000000000004,343,649.5,1.76,0,no
121,no,yes,28,41.41,257,488.8,1.73,2,no
70,no,no,0,48.42,322,488.2,2.84,1,no
90,no,no,0,54.75,323,637.2,2.84,0,no
39,no,no,0,42.11,301,499.09999999999997,1.76,0,no
142,no,no,0,59.03,348,542.7,2.24,0,no
176,no,no,0,54.87,258,521.0,2.43,1,no
105,no,no,0,54.37,278,601.6,2.3,1,no
57,no,no,0,73.5,263,675.8,2.84,2,yes
88,no,no,0,49.85,278,455.80000000000007,3.46,2,no
95,no,no,0,53.85,309,528.8,3.78,0,no
147,no,no,0,49.1,299,543.3,4.21,3,no
101,no,no,0,52.8,334,566.0999999999999,3.65,4,yes
115,no,no,0,57.64,301,608.3,4.21,1,no
103,no,no,0,49.71,318,565.1,3.48,2,no
82,no,no,0,61.77000000000001,349,647.1,1.89,0,no
141,no,no,0,58.13,330,570.3,2.46,0,no
149,no,no,0,55.07,309,561.0,2.62,2,no
131,no,no,0,67.52,298,633.8,2.89,2,no
119,no,no,0,47.63,287,562.0,1.97,1,no
112,no,no,0,58.38000000000001,288,576.4,1.92,3,no
116,no,yes,35,43.529999999999994,311,490.9,3.19,2,no
94,no,no,0,68.01,282,753.7,2.27,3,no
114,no,yes,31,60.03,304,554.6,3.51,0,no
63,no,yes,25,48.57999999999999,323,448.1,3.29,1,no
130,no,no,0,75.82000000000001,348,719.1,2.35,4,yes
122,no,yes,29,63.58,271,631.6,2.27,3,no
166,no,no,0,61.01,302,610.7,1.94,3,no
78,no,yes,21,51.84,256,507.7,2.57,2,no
148,no,yes,26,50.440000000000005,306,537.5,2.67,1,no
154,no,no,0,52.49,298,546.7,3.24,3,yes
110,no,yes,34,49.81,330,457.90000000000003,1.7,1,no
75,no,no,0,78.44,337,728.5,2.3,0,yes
113,no,no,0,34.980000000000004,318,394.4,1.78,1,no
181,no,yes,40,54.35,237,612.2,1.7,2,no
51,no,no,0,49.82,287,485.9,2.7,2,no
102,no,yes,29,75.83,305,809.2,3.86,0,no
107,no,no,0,33.14,267,399.2,3.56,1,no
88,no,no,0,45.51,310,490.5,2.13,5,yes
82,no,no,0,48.49,315,490.8,4.73,0,no
204,no,no,0,59.17,276,604.8,1.59,6,no
130,no,no,0,56.919999999999995,281,528.2,3.27,3,no
174,no,no,0,66.39,382,694.5,3.38,0,no
129,no,no,0,56.88,336,599.4,3.27,2,no
190,yes,no,0,48.92,260,578.0999999999999,2.7,3,no
54,yes,no,0,60.370000000000005,319,549.4000000000001,3.02,3,no
78,no,no,0,63.69,289,709.1,2.32,0,no
100,no,yes,29,60.580000000000005,309,596.7,2.4,1,no
70,no,yes,30,44.589999999999996,232,441.29999999999995,2.54,3,no
117,no,no,0,46.69,340,565.1,2.86,1,no
68,no,no,0,38.16,258,455.2,2.73,0,no
27,no,no,0,72.71,323,743.3,2.21,2,yes
181,no,yes,27,63.230000000000004,302,655.0,2.86,1,no
112,no,no,0,54.269999999999996,311,520.8,2.7,2,no
93,no,no,0,54.28,377,536.9,3.24,0,no
102,no,no,0,53.1,314,556.3,2.73,0,no
93,no,no,0,58.64,305,653.4,2.81,0,no
107,no,yes,32,48.36,384,513.7,2.21,1,no
100,no,yes,32,49.55,330,548.1,3.4,3,no
115,no,no,0,66.69,332,736.0999999999999,3.56,2,no
63,no,yes,13,59.63999999999999,217,569.4,2.78,0,no
57,no,no,0,69.06,303,710.0999999999999,2.57,0,no
119,no,yes,26,46.33,329,508.8,3.13,1,no
73,no,no,0,60.07,285,720.8,2.46,1,no
98,no,yes,30,42.519999999999996,267,476.5,2.97,2,no
139,yes,no,0,51.43,354,522.7,3.02,0,no
31,no,yes,28,60.72,321,658.0,2.86,1,no
129,no,yes,32,59.62,284,600.9000000000001,3.08,1,no
